INFO logger 2024-02-01 14:44:58,227 | data_utils.py:383 | Observations info in ElBorn
[31mStarting poisoning...!
INFO logger 2024-02-01 14:45:08,747 | train_utils.py:153 | Best Loss: 0.00046282758760288006
INFO logger 2024-02-01 14:45:09,645 | train_utils.py:153 | Best Loss: 0.00017418319152461158
INFO logger 2024-02-01 14:45:09,897 | train_utils.py:153 | Best Loss: 2.86163878345925e-05
INFO logger 2024-02-01 14:45:10,134 | train_utils.py:153 | Best Loss: 6.096589588222728e-05
[31mStarting poisoning...!
INFO logger 2024-02-01 14:45:10,582 | train_utils.py:153 | Best Loss: 0.0007029590864083048
INFO logger 2024-02-01 14:45:11,539 | train_utils.py:153 | Best Loss: 0.000442783231663657
INFO logger 2024-02-01 14:45:12,710 | train_utils.py:153 | Best Loss: 0.0004338021676136753
INFO logger 2024-02-01 14:45:13,302 | train_utils.py:153 | Best Loss: 2.6967046345957523e-05
INFO logger 2024-02-01 14:45:13,345 | server.py:212 | [Global round 1] Aggregating local models...
INFO logger 2024-02-01 14:45:13,346 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['ElBorn_4']
INFO logger 2024-02-01 14:45:13,445 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 3.961508670160412e-05, mse: 0.004847745411098003, rmse: 0.06962575249933033, mae: 0.05451669543981552, nrmse: 0.8616848237779136
INFO logger 2024-02-01 14:45:13,621 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.00048044577695605323, mse: 0.06127064302563667, rmse: 0.24752907511166578, mae: 0.11382795870304108, nrmse: 1.3829646121467167
INFO logger 2024-02-01 14:45:13,688 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00045285825767385507, mse: 0.057631950825452805, rmse: 0.240066554991429, mae: 0.18705616891384125, nrmse: 4.097183625781589
INFO logger 2024-02-01 14:45:13,691 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['ElBorn_2', 'PobleSec_2', 'ElBorn_1', 'LesCorts_4', 'ElBorn_4', 'LesCorts_3', 'PobleSec_4', 'PobleSec_0', 'ElBorn_0', 'LesCorts_0', 'LesCorts_1', 'PobleSec_1', 'PobleSec_3', 'LesCorts_2', 'ElBorn_3']
INFO logger 2024-02-01 14:45:14,031 | train_utils.py:153 | Best Loss: 2.302917646770568e-05
INFO logger 2024-02-01 14:45:14,828 | train_utils.py:153 | Best Loss: 0.0004080173598536415
INFO logger 2024-02-01 14:45:15,414 | train_utils.py:153 | Best Loss: 2.1608173087968126e-05
INFO logger 2024-02-01 14:45:15,880 | train_utils.py:153 | Best Loss: 9.99179886237375e-05
INFO logger 2024-02-01 14:45:16,255 | train_utils.py:153 | Best Loss: 2.0147835389274546e-05
[31mStarting poisoning...!
INFO logger 2024-02-01 14:45:16,751 | train_utils.py:153 | Best Loss: 0.00038533089464606597
INFO logger 2024-02-01 14:45:17,734 | train_utils.py:153 | Best Loss: 0.0003896391208972929
INFO logger 2024-02-01 14:45:18,825 | train_utils.py:153 | Best Loss: 0.00038922138413135696
INFO logger 2024-02-01 14:45:19,464 | train_utils.py:153 | Best Loss: 3.170370318868382e-05
INFO logger 2024-02-01 14:45:20,175 | train_utils.py:153 | Best Loss: 0.00044986266337814385
[31mStarting poisoning...!
INFO logger 2024-02-01 14:45:20,856 | train_utils.py:153 | Best Loss: 0.0001335958759599959
INFO logger 2024-02-01 14:45:22,093 | train_utils.py:153 | Best Loss: 0.00037850218454713193
INFO logger 2024-02-01 14:45:23,488 | train_utils.py:153 | Best Loss: 0.0003945251626116554
INFO logger 2024-02-01 14:45:24,245 | train_utils.py:153 | Best Loss: 9.862699427462199e-05
INFO logger 2024-02-01 14:45:24,800 | train_utils.py:153 | Best Loss: 3.4730777691077925e-05
INFO logger 2024-02-01 14:45:24,865 | server.py:212 | [Global round 2] Aggregating local models...
INFO logger 2024-02-01 14:45:24,867 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['LesCorts_1']
INFO logger 2024-02-01 14:45:24,904 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 1.660441689571177e-05, mse: 0.0020183438900858164, rmse: 0.0449259823497029, mae: 0.033254317939281464, nrmse: 0.6169358871034012
INFO logger 2024-02-01 14:45:25,006 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.00040616167291236205, mse: 0.05178780481219292, rmse: 0.22756934066827395, mae: 0.09434860944747925, nrmse: 1.2714503232309098
INFO logger 2024-02-01 14:45:25,044 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00027694523420282886, mse: 0.03525560349225998, rmse: 0.18776475572444362, mae: 0.14339002966880798, nrmse: 3.0045191111251373
INFO logger 2024-02-01 14:45:25,045 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['LesCorts_0', 'LesCorts_4', 'PobleSec_0', 'ElBorn_3', 'LesCorts_3', 'LesCorts_2', 'PobleSec_3', 'ElBorn_4', 'ElBorn_0', 'PobleSec_2', 'LesCorts_1', 'PobleSec_4', 'ElBorn_2', 'ElBorn_1', 'PobleSec_1']
INFO logger 2024-02-01 14:45:25,434 | train_utils.py:153 | Best Loss: 0.0002295867627083558
[31mStarting poisoning...!
INFO logger 2024-02-01 14:45:25,877 | train_utils.py:153 | Best Loss: 0.00011296577279167305
INFO logger 2024-02-01 14:45:26,831 | train_utils.py:153 | Best Loss: 0.0003654782055312489
INFO logger 2024-02-01 14:45:27,208 | train_utils.py:153 | Best Loss: 2.788655220301471e-05
[31mStarting poisoning...!
INFO logger 2024-02-01 14:45:27,854 | train_utils.py:153 | Best Loss: 0.0002906876834033177
INFO logger 2024-02-01 14:45:28,386 | train_utils.py:153 | Best Loss: 9.542387452014662e-05
INFO logger 2024-02-01 14:45:29,570 | train_utils.py:153 | Best Loss: 0.0003736173427172416
INFO logger 2024-02-01 14:45:30,140 | train_utils.py:153 | Best Loss: 1.879662109689634e-05
INFO logger 2024-02-01 14:45:30,525 | train_utils.py:153 | Best Loss: 1.0966960507206582e-05
INFO logger 2024-02-01 14:45:31,515 | train_utils.py:153 | Best Loss: 0.0003806010220111824
INFO logger 2024-02-01 14:45:32,124 | train_utils.py:153 | Best Loss: 9.20413162052762e-05
INFO logger 2024-02-01 14:45:33,239 | train_utils.py:153 | Best Loss: 0.0003668655589310907
INFO logger 2024-02-01 14:45:33,730 | train_utils.py:153 | Best Loss: 1.5945831096645643e-05
INFO logger 2024-02-01 14:45:34,057 | train_utils.py:153 | Best Loss: 1.8175303736917567e-05
INFO logger 2024-02-01 14:45:35,358 | train_utils.py:153 | Best Loss: 0.0003617546705925089
INFO logger 2024-02-01 14:45:35,538 | server.py:212 | [Global round 3] Aggregating local models...
INFO logger 2024-02-01 14:45:35,540 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['LesCorts_4']
INFO logger 2024-02-01 14:45:35,682 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 1.2488633544400226e-05, mse: 0.0015074920374900103, rmse: 0.0388264347769662, mae: 0.02825218439102173, nrmse: 0.5674156109928505
INFO logger 2024-02-01 14:45:35,816 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.0003747616656212591, mse: 0.047773577272892, rmse: 0.21857167536735403, mae: 0.08759156614542007, nrmse: 1.2254369238766545
INFO logger 2024-02-01 14:45:35,850 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00021762390926001015, mse: 0.027699485421180725, rmse: 0.16643162386151475, mae: 0.12354669719934464, nrmse: 2.3070741520497466
INFO logger 2024-02-01 14:45:35,852 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['LesCorts_2', 'PobleSec_3', 'LesCorts_0', 'ElBorn_3', 'PobleSec_2', 'ElBorn_1', 'PobleSec_1', 'LesCorts_3', 'LesCorts_4', 'LesCorts_1', 'ElBorn_4', 'PobleSec_4', 'ElBorn_0', 'ElBorn_2', 'PobleSec_0']
INFO logger 2024-02-01 14:45:36,290 | train_utils.py:153 | Best Loss: 9.873741727093594e-05
INFO logger 2024-02-01 14:45:37,210 | train_utils.py:153 | Best Loss: 0.000363101266823181
[31mStarting poisoning...!
INFO logger 2024-02-01 14:45:38,048 | train_utils.py:153 | Best Loss: 0.0002271664377890135
INFO logger 2024-02-01 14:45:38,668 | train_utils.py:153 | Best Loss: 2.1113393910382176e-05
INFO logger 2024-02-01 14:45:39,688 | train_utils.py:153 | Best Loss: 0.0003662547502322049
INFO logger 2024-02-01 14:45:40,125 | train_utils.py:153 | Best Loss: 1.4470742465950693e-05
INFO logger 2024-02-01 14:45:40,945 | train_utils.py:153 | Best Loss: 0.00035106648452667977
[31mStarting poisoning...!
INFO logger 2024-02-01 14:45:41,995 | train_utils.py:153 | Best Loss: 0.000259086443383617
INFO logger 2024-02-01 14:45:42,490 | train_utils.py:153 | Best Loss: 0.00010488454758990229
INFO logger 2024-02-01 14:45:42,941 | train_utils.py:153 | Best Loss: 8.854882659564852e-05
INFO logger 2024-02-01 14:45:43,299 | train_utils.py:153 | Best Loss: 1.3500059772606777e-05
INFO logger 2024-02-01 14:45:43,973 | train_utils.py:153 | Best Loss: 0.0003568492590002422
INFO logger 2024-02-01 14:45:44,589 | train_utils.py:153 | Best Loss: 1.0238982318644075e-05
INFO logger 2024-02-01 14:45:44,843 | train_utils.py:153 | Best Loss: 1.3525770405748328e-05
INFO logger 2024-02-01 14:45:45,519 | train_utils.py:153 | Best Loss: 0.00035963782065320674
INFO logger 2024-02-01 14:45:45,659 | server.py:212 | [Global round 4] Aggregating local models...
INFO logger 2024-02-01 14:45:45,661 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['PobleSec_4']
INFO logger 2024-02-01 14:45:45,783 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 1.2640965594077744e-05, mse: 0.0015237077604979277, rmse: 0.039034699441624084, mae: 0.028191566467285156, nrmse: 0.532600797636718
[31mStarting poisoning...!
INFO logger 2024-02-01 14:45:45,886 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.00036090341348963694, mse: 0.045999038964509964, rmse: 0.21447386545803188, mae: 0.0854484885931015, nrmse: 1.2054251778788512
INFO logger 2024-02-01 14:45:45,958 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00019361309255119303, mse: 0.02463039942085743, rmse: 0.15694075130716506, mae: 0.11454938352108002, nrmse: 1.975158623618115
INFO logger 2024-02-01 14:45:45,958 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['LesCorts_3', 'LesCorts_2', 'ElBorn_1', 'ElBorn_4', 'PobleSec_4', 'PobleSec_1', 'PobleSec_2', 'LesCorts_0', 'LesCorts_1', 'LesCorts_4', 'PobleSec_0', 'ElBorn_2', 'PobleSec_3', 'ElBorn_0', 'ElBorn_3']
INFO logger 2024-02-01 14:45:46,736 | train_utils.py:153 | Best Loss: 0.0002438518087984177
INFO logger 2024-02-01 14:45:47,359 | train_utils.py:153 | Best Loss: 9.843106762838294e-05
INFO logger 2024-02-01 14:45:47,664 | train_utils.py:153 | Best Loss: 1.3085417500089692e-05
INFO logger 2024-02-01 14:45:48,051 | train_utils.py:153 | Best Loss: 1.2682861471908608e-05
INFO logger 2024-02-01 14:45:48,798 | train_utils.py:153 | Best Loss: 0.00035147791761376963
INFO logger 2024-02-01 14:45:49,597 | train_utils.py:153 | Best Loss: 0.0003452147070802455
INFO logger 2024-02-01 14:45:50,536 | train_utils.py:153 | Best Loss: 0.0003579691664579757
INFO logger 2024-02-01 14:45:51,137 | train_utils.py:153 | Best Loss: 0.00021082897294770207
INFO logger 2024-02-01 14:45:51,540 | train_utils.py:153 | Best Loss: 8.827174587545601e-05
[31mStarting poisoning...!
INFO logger 2024-02-01 14:45:51,946 | train_utils.py:153 | Best Loss: 0.00010008457809828265
INFO logger 2024-02-01 14:45:52,746 | train_utils.py:153 | Best Loss: 0.0003528882747545369
INFO logger 2024-02-01 14:45:53,182 | train_utils.py:153 | Best Loss: 1.2632548260156083e-05
INFO logger 2024-02-01 14:45:53,878 | train_utils.py:153 | Best Loss: 0.0003559184255899759
INFO logger 2024-02-01 14:45:54,223 | train_utils.py:153 | Best Loss: 7.28105922040624e-06
INFO logger 2024-02-01 14:45:54,855 | train_utils.py:153 | Best Loss: 1.9471219978137797e-05
INFO logger 2024-02-01 14:45:54,905 | server.py:212 | [Global round 5] Aggregating local models...
INFO logger 2024-02-01 14:45:54,906 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['LesCorts_0']
INFO logger 2024-02-01 14:45:54,990 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 1.1595696953782172e-05, mse: 0.0013964662794023752, rmse: 0.03736932270462465, mae: 0.02670774981379509, nrmse: 0.5078154382102329
INFO logger 2024-02-01 14:45:55,107 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.0003521394527949921, mse: 0.044877469539642334, rmse: 0.21184303042498787, mae: 0.08308873325586319, nrmse: 1.1927202423822059
INFO logger 2024-02-01 14:45:55,141 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00017901761944089846, mse: 0.02277003601193428, rmse: 0.15089743540542458, mae: 0.1079343929886818, nrmse: 1.8448199154968805
INFO logger 2024-02-01 14:45:55,146 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['LesCorts_4', 'ElBorn_3', 'ElBorn_4', 'ElBorn_2', 'PobleSec_3', 'PobleSec_1', 'ElBorn_0', 'PobleSec_2', 'PobleSec_0', 'LesCorts_3', 'LesCorts_0', 'ElBorn_1', 'LesCorts_2', 'PobleSec_4', 'LesCorts_1']
INFO logger 2024-02-01 14:45:55,542 | train_utils.py:153 | Best Loss: 9.64155065287885e-05
INFO logger 2024-02-01 14:45:55,812 | train_utils.py:153 | Best Loss: 1.5693589463461065e-05
INFO logger 2024-02-01 14:45:56,086 | train_utils.py:153 | Best Loss: 1.144369713768615e-05
INFO logger 2024-02-01 14:45:56,345 | train_utils.py:153 | Best Loss: 1.1224246101345921e-05
INFO logger 2024-02-01 14:45:57,100 | train_utils.py:153 | Best Loss: 0.00035203374694944833
INFO logger 2024-02-01 14:45:58,359 | train_utils.py:153 | Best Loss: 0.00034122769533854536
INFO logger 2024-02-01 14:45:58,831 | train_utils.py:153 | Best Loss: 7.152758639391314e-06
INFO logger 2024-02-01 14:45:59,706 | train_utils.py:153 | Best Loss: 0.00035290630855120894
INFO logger 2024-02-01 14:46:00,633 | train_utils.py:153 | Best Loss: 0.00034861440020503374
INFO logger 2024-02-01 14:46:01,269 | train_utils.py:153 | Best Loss: 0.00024650548993234046
INFO logger 2024-02-01 14:46:01,747 | train_utils.py:153 | Best Loss: 0.00019618203694665292
[31mStarting poisoning...!
[31mStarting poisoning...!
INFO logger 2024-02-01 14:46:02,015 | train_utils.py:153 | Best Loss: 1.194723431866814e-05
INFO logger 2024-02-01 14:46:02,358 | train_utils.py:153 | Best Loss: 9.86961340831255e-05
INFO logger 2024-02-01 14:46:03,641 | train_utils.py:153 | Best Loss: 0.0003484128452984132
INFO logger 2024-02-01 14:46:04,096 | train_utils.py:153 | Best Loss: 8.848771689138348e-05
INFO logger 2024-02-01 14:46:04,189 | server.py:212 | [Global round 6] Aggregating local models...
INFO logger 2024-02-01 14:46:04,190 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['PobleSec_4']
INFO logger 2024-02-01 14:46:04,284 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 1.1073228574677366e-05, mse: 0.0013333798851817846, rmse: 0.03651547459888457, mae: 0.025935936719179153, nrmse: 0.5045855574575326
INFO logger 2024-02-01 14:46:04,409 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.0003471458257417979, mse: 0.04423769563436508, rmse: 0.2103275912341628, mae: 0.08174784481525421, nrmse: 1.1874939950469101
INFO logger 2024-02-01 14:46:04,445 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00016808946281998303, mse: 0.02137695625424385, rmse: 0.1462086052674187, mae: 0.10313506424427032, nrmse: 1.6884948263073751
INFO logger 2024-02-01 14:46:04,447 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['PobleSec_1', 'PobleSec_3', 'LesCorts_3', 'PobleSec_0', 'LesCorts_1', 'PobleSec_2', 'ElBorn_4', 'ElBorn_3', 'PobleSec_4', 'ElBorn_1', 'LesCorts_4', 'LesCorts_2', 'ElBorn_2', 'LesCorts_0', 'ElBorn_0']
INFO logger 2024-02-01 14:46:05,198 | train_utils.py:153 | Best Loss: 0.0003392768027187567
[31mStarting poisoning...!
INFO logger 2024-02-01 14:46:06,105 | train_utils.py:153 | Best Loss: 0.0003489350849821225
INFO logger 2024-02-01 14:46:06,734 | train_utils.py:153 | Best Loss: 0.00023016478180101045
INFO logger 2024-02-01 14:46:07,490 | train_utils.py:153 | Best Loss: 0.00034488046791140487
INFO logger 2024-02-01 14:46:08,166 | train_utils.py:153 | Best Loss: 8.833611163457757e-05
INFO logger 2024-02-01 14:46:08,982 | train_utils.py:153 | Best Loss: 0.00034946928702764155
INFO logger 2024-02-01 14:46:09,406 | train_utils.py:153 | Best Loss: 1.1992304271496472e-05
INFO logger 2024-02-01 14:46:09,754 | train_utils.py:153 | Best Loss: 1.6690122614871118e-05
INFO logger 2024-02-01 14:46:10,644 | train_utils.py:153 | Best Loss: 0.0003468690347293113
INFO logger 2024-02-01 14:46:11,011 | train_utils.py:153 | Best Loss: 1.1368296494379028e-05
INFO logger 2024-02-01 14:46:11,470 | train_utils.py:153 | Best Loss: 9.43371458305863e-05
[31mStarting poisoning...!
INFO logger 2024-02-01 14:46:11,935 | train_utils.py:153 | Best Loss: 9.811194906316219e-05
INFO logger 2024-02-01 14:46:12,191 | train_utils.py:153 | Best Loss: 1.0662424000731449e-05
INFO logger 2024-02-01 14:46:12,701 | train_utils.py:153 | Best Loss: 0.00017403584240516376
INFO logger 2024-02-01 14:46:12,996 | train_utils.py:153 | Best Loss: 6.988762807863616e-06
INFO logger 2024-02-01 14:46:13,045 | server.py:212 | [Global round 7] Aggregating local models...
INFO logger 2024-02-01 14:46:13,046 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['LesCorts_2']
INFO logger 2024-02-01 14:46:13,073 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 1.022446899762566e-05, mse: 0.0012311653699725866, rmse: 0.03508796617036369, mae: 0.024582672864198685, nrmse: 0.4969805484431089
INFO logger 2024-02-01 14:46:13,223 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.0003438396330952175, mse: 0.043814849108457565, rmse: 0.2093199682506606, mae: 0.08007191121578217, nrmse: 1.18293906367528
INFO logger 2024-02-01 14:46:13,262 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00016281889545273755, mse: 0.02070808783173561, rmse: 0.14390305011269083, mae: 0.10072556883096695, nrmse: 1.6632006197197466
INFO logger 2024-02-01 14:46:13,263 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['PobleSec_0', 'PobleSec_4', 'PobleSec_1', 'LesCorts_0', 'ElBorn_1', 'PobleSec_2', 'PobleSec_3', 'LesCorts_2', 'ElBorn_4', 'LesCorts_4', 'ElBorn_2', 'LesCorts_3', 'ElBorn_0', 'LesCorts_1', 'ElBorn_3']
INFO logger 2024-02-01 14:46:14,147 | train_utils.py:153 | Best Loss: 0.00034257322247323443
INFO logger 2024-02-01 14:46:14,990 | train_utils.py:153 | Best Loss: 0.00034625509920654685
[31mStarting poisoning...!
INFO logger 2024-02-01 14:46:15,963 | train_utils.py:153 | Best Loss: 0.0003383340668043224
INFO logger 2024-02-01 14:46:16,538 | train_utils.py:153 | Best Loss: 0.0001762797157361842
INFO logger 2024-02-01 14:46:16,900 | train_utils.py:153 | Best Loss: 1.0813086059963519e-05
INFO logger 2024-02-01 14:46:17,612 | train_utils.py:153 | Best Loss: 0.0003475739399528527
INFO logger 2024-02-01 14:46:18,554 | train_utils.py:153 | Best Loss: 0.0003462874362296535
INFO logger 2024-02-01 14:46:19,034 | train_utils.py:153 | Best Loss: 9.562399739410444e-05
INFO logger 2024-02-01 14:46:19,320 | train_utils.py:153 | Best Loss: 1.1186187148796044e-05
INFO logger 2024-02-01 14:46:19,682 | train_utils.py:153 | Best Loss: 9.283416973268994e-05
[31mStarting poisoning...!
INFO logger 2024-02-01 14:46:19,994 | train_utils.py:153 | Best Loss: 1.0201027479072231e-05
INFO logger 2024-02-01 14:46:20,454 | train_utils.py:153 | Best Loss: 0.00020829275963904216
INFO logger 2024-02-01 14:46:20,754 | train_utils.py:153 | Best Loss: 7.246553395640843e-06
INFO logger 2024-02-01 14:46:21,612 | train_utils.py:153 | Best Loss: 8.751571703326415e-05
INFO logger 2024-02-01 14:46:22,135 | train_utils.py:153 | Best Loss: 1.2439932994171078e-05
INFO logger 2024-02-01 14:46:22,204 | server.py:212 | [Global round 8] Aggregating local models...
INFO logger 2024-02-01 14:46:22,205 | client_manager.py:88 | Parameter c=0.0. Sampled 1 client(s): ['ElBorn_1']
INFO logger 2024-02-01 14:46:22,244 | server.py:289 | [Dataset ElBorn Evaluation on 828 samples] loss: 9.954423201607836e-06, mse: 0.001198678044602275, rmse: 0.03462193011087445, mae: 0.024208346381783485, nrmse: 0.48866694099486585
INFO logger 2024-02-01 14:46:22,405 | server.py:289 | [Dataset PobleSec Evaluation on 3175 samples] loss: 0.00034180426295465373, mse: 0.04355398565530777, rmse: 0.20869591671929705, mae: 0.07952078431844711, nrmse: 1.1803596694995666
INFO logger 2024-02-01 14:46:22,458 | server.py:289 | [Dataset LesCorts Evaluation on 1368 samples] loss: 0.00015962243690128216, mse: 0.020300906151533127, rmse: 0.14248124842074175, mae: 0.09943710267543793, nrmse: 1.7089029764003867
INFO logger 2024-02-01 14:46:22,459 | client_manager.py:88 | Parameter c=1.0. Sampled 15 client(s): ['PobleSec_1', 'ElBorn_3', 'LesCorts_0', 'ElBorn_2', 'PobleSec_2', 'LesCorts_1', 'ElBorn_0', 'ElBorn_1', 'LesCorts_4', 'LesCorts_2', 'PobleSec_0', 'LesCorts_3', 'PobleSec_4', 'PobleSec_3', 'ElBorn_4']
INFO logger 2024-02-01 14:46:23,125 | train_utils.py:153 | Best Loss: 0.000338034704730912
INFO logger 2024-02-01 14:46:23,499 | train_utils.py:153 | Best Loss: 1.2067586882602298e-05
[31mStarting poisoning...!
INFO logger 2024-02-01 14:46:24,060 | train_utils.py:153 | Best Loss: 0.0001745498153702383
INFO logger 2024-02-01 14:46:24,552 | train_utils.py:153 | Best Loss: 9.87128403255995e-06
INFO logger 2024-02-01 14:46:25,569 | train_utils.py:153 | Best Loss: 0.000346257105125041
INFO logger 2024-02-01 14:46:25,995 | train_utils.py:153 | Best Loss: 8.712375021882748e-05
INFO logger 2024-02-01 14:46:26,252 | train_utils.py:153 | Best Loss: 7.334244642789129e-06
